级别,模块,标题,期望,实际,说明,修复建议
WARNING,外键推断,_id列未匹配到表: purchase_receipt_detail.order_detail_id → order_detail?,如果是外键需确认目标表,数据库中无`order_detail`,purchase_receipt_detail.order_detail_id(bigint) 可能是业务ID或自增主键,如非外键可忽略; 如是外键需创建表`order_detail`或添加约束
INFO,外键推断,建议添加外键: purchase_receipt_detail.ingredient_id → ingredient_master,应添加外键约束保证数据完整性,当前无约束,ingredient_id 命名暗示外键关系,ALTER TABLE `purchase_receipt_detail` ADD CONSTRAINT fk_purchase_receipt_detail_ingredient_id FOREIGN KEY (ingredient_id) REFERENCES ingredient_master(id);
INFO,外键推断,建议添加外键: purchase_return.store_id → store_info,应添加外键约束保证数据完整性,当前无约束,store_id 命名暗示外键关系,ALTER TABLE `purchase_return` ADD CONSTRAINT fk_purchase_return_store_id FOREIGN KEY (store_id) REFERENCES store_info(id);
INFO,外键推断,建议添加外键: purchase_return.receipt_id → purchase_receipt,应添加外键约束保证数据完整性,当前无约束,receipt_id 命名暗示外键关系,ALTER TABLE `purchase_return` ADD CONSTRAINT fk_purchase_return_receipt_id FOREIGN KEY (receipt_id) REFERENCES purchase_receipt(id);
WARNING,外键推断,_id列未匹配到表: purchase_return.order_id → order?,如果是外键需确认目标表,数据库中无`order`,purchase_return.order_id(bigint) 可能是业务ID或自增主键,如非外键可忽略; 如是外键需创建表`order`或添加约束
INFO,外键推断,建议添加外键: purchase_return.supplier_id → supplier_master,应添加外键约束保证数据完整性,当前无约束,supplier_id 命名暗示外键关系,ALTER TABLE `purchase_return` ADD CONSTRAINT fk_purchase_return_supplier_id FOREIGN KEY (supplier_id) REFERENCES supplier_master(id);
WARNING,外键推断,_id列未匹配到表: purchase_return.warehouse_keeper_id → warehouse_keeper?,如果是外键需确认目标表,数据库中无`warehouse_keeper`,purchase_return.warehouse_keeper_id(int) 可能是业务ID或自增主键,如非外键可忽略; 如是外键需创建表`warehouse_keeper`或添加约束
WARNING,外键推断,_id列未匹配到表: purchase_return.operator_id → operator?,如果是外键需确认目标表,数据库中无`operator`,purchase_return.operator_id(int) 可能是业务ID或自增主键,如非外键可忽略; 如是外键需创建表`operator`或添加约束
INFO,外键推断,建议添加外键: purchase_return_detail.return_id → purchase_return,应添加外键约束保证数据完整性,当前无约束,return_id 命名暗示外键关系,ALTER TABLE `purchase_return_detail` ADD CONSTRAINT fk_purchase_return_detail_return_id FOREIGN KEY (return_id) REFERENCES purchase_return(id);
INFO,外键推断,建议添加外键: purchase_return_detail.store_id → store_info,应添加外键约束保证数据完整性,当前无约束,store_id 命名暗示外键关系,ALTER TABLE `purchase_return_detail` ADD CONSTRAINT fk_purchase_return_detail_store_id FOREIGN KEY (store_id) REFERENCES store_info(id);
WARNING,外键推断,_id列未匹配到表: purchase_return_detail.receipt_detail_id → receipt_detail?,如果是外键需确认目标表,数据库中无`receipt_detail`,purchase_return_detail.receipt_detail_id(bigint) 可能是业务ID或自增主键,如非外键可忽略; 如是外键需创建表`receipt_detail`或添加约束
INFO,外键推断,建议添加外键: purchase_return_detail.ingredient_id → ingredient_master,应添加外键约束保证数据完整性,当前无约束,ingredient_id 命名暗示外键关系,ALTER TABLE `purchase_return_detail` ADD CONSTRAINT fk_purchase_return_detail_ingredient_id FOREIGN KEY (ingredient_id) REFERENCES ingredient_master(id);
INFO,外键推断,建议添加外键: reimbursement.store_id → store_info,应添加外键约束保证数据完整性,当前无约束,store_id 命名暗示外键关系,ALTER TABLE `reimbursement` ADD CONSTRAINT fk_reimbursement_store_id FOREIGN KEY (store_id) REFERENCES store_info(id);
WARNING,外键推断,_id列未匹配到表: reimbursement.applicant_id → applicant?,如果是外键需确认目标表,数据库中无`applicant`,reimbursement.applicant_id(int) 可能是业务ID或自增主键,如非外键可忽略; 如是外键需创建表`applicant`或添加约束
INFO,外键推断,建议添加外键: reimbursement.department_id → department,应添加外键约束保证数据完整性,当前无约束,department_id 命名暗示外键关系,ALTER TABLE `reimbursement` ADD CONSTRAINT fk_reimbursement_department_id FOREIGN KEY (department_id) REFERENCES department(id);
WARNING,外键推断,_id列未匹配到表: reimbursement.approver_id → approver?,如果是外键需确认目标表,数据库中无`approver`,reimbursement.approver_id(int) 可能是业务ID或自增主键,如非外键可忽略; 如是外键需创建表`approver`或添加约束
WARNING,外键推断,_id列未匹配到表: reimbursement.finance_approver_id → finance_approver?,如果是外键需确认目标表,数据库中无`finance_approver`,reimbursement.finance_approver_id(int) 可能是业务ID或自增主键,如非外键可忽略; 如是外键需创建表`finance_approver`或添加约束
INFO,外键推断,建议添加外键: report_daily.store_id → store_info,应添加外键约束保证数据完整性,当前无约束,store_id 命名暗示外键关系,ALTER TABLE `report_daily` ADD CONSTRAINT fk_report_daily_store_id FOREIGN KEY (store_id) REFERENCES store_info(id);
WARNING,外键推断,_id列未匹配到表: report_daily.operator_id → operator?,如果是外键需确认目标表,数据库中无`operator`,report_daily.operator_id(int) 可能是业务ID或自增主键,如非外键可忽略; 如是外键需创建表`operator`或添加约束
INFO,外键推断,建议添加外键: report_department_cost.store_id → store_info,应添加外键约束保证数据完整性,当前无约束,store_id 命名暗示外键关系,ALTER TABLE `report_department_cost` ADD CONSTRAINT fk_report_department_cost_store_id FOREIGN KEY (store_id) REFERENCES store_info(id);
INFO,外键推断,建议添加外键: report_department_cost.department_id → department,应添加外键约束保证数据完整性,当前无约束,department_id 命名暗示外键关系,ALTER TABLE `report_department_cost` ADD CONSTRAINT fk_report_department_cost_department_id FOREIGN KEY (department_id) REFERENCES department(id);
INFO,外键推断,建议添加外键: report_dish_sales.store_id → store_info,应添加外键约束保证数据完整性,当前无约束,store_id 命名暗示外键关系,ALTER TABLE `report_dish_sales` ADD CONSTRAINT fk_report_dish_sales_store_id FOREIGN KEY (store_id) REFERENCES store_info(id);
INFO,外键推断,建议添加外键: report_dish_sales.dish_id → dish_master,应添加外键约束保证数据完整性,当前无约束,dish_id 命名暗示外键关系,ALTER TABLE `report_dish_sales` ADD CONSTRAINT fk_report_dish_sales_dish_id FOREIGN KEY (dish_id) REFERENCES dish_master(id);
INFO,外键推断,建议添加外键: report_monthly.store_id → store_info,应添加外键约束保证数据完整性,当前无约束,store_id 命名暗示外键关系,ALTER TABLE `report_monthly` ADD CONSTRAINT fk_report_monthly_store_id FOREIGN KEY (store_id) REFERENCES store_info(id);
WARNING,外键推断,_id列未匹配到表: report_monthly.operator_id → operator?,如果是外键需确认目标表,数据库中无`operator`,report_monthly.operator_id(int) 可能是业务ID或自增主键,如非外键可忽略; 如是外键需创建表`operator`或添加约束
INFO,外键推断,建议添加外键: report_staff_kpi.store_id → store_info,应添加外键约束保证数据完整性,当前无约束,store_id 命名暗示外键关系,ALTER TABLE `report_staff_kpi` ADD CONSTRAINT fk_report_staff_kpi_store_id FOREIGN KEY (store_id) REFERENCES store_info(id);
INFO,外键推断,建议添加外键: report_staff_kpi.staff_id → staff_master,应添加外键约束保证数据完整性,当前无约束,staff_id 命名暗示外键关系,ALTER TABLE `report_staff_kpi` ADD CONSTRAINT fk_report_staff_kpi_staff_id FOREIGN KEY (staff_id) REFERENCES staff_master(id);
INFO,外键推断,建议添加外键: requisition_detail.store_id → store_info,应添加外键约束保证数据完整性,当前无约束,store_id 命名暗示外键关系,ALTER TABLE `requisition_detail` ADD CONSTRAINT fk_requisition_detail_store_id FOREIGN KEY (store_id) REFERENCES store_info(id);
INFO,外键推断,建议添加外键: requisition_detail.requisition_id → requisition_order,应添加外键约束保证数据完整性,当前无约束,requisition_id 命名暗示外键关系,ALTER TABLE `requisition_detail` ADD CONSTRAINT fk_requisition_detail_requisition_id FOREIGN KEY (requisition_id) REFERENCES requisition_order(id);
INFO,外键推断,建议添加外键: requisition_detail.ingredient_id → ingredient_master,应添加外键约束保证数据完整性,当前无约束,ingredient_id 命名暗示外键关系,ALTER TABLE `requisition_detail` ADD CONSTRAINT fk_requisition_detail_ingredient_id FOREIGN KEY (ingredient_id) REFERENCES ingredient_master(id);
INFO,外键推断,建议添加外键: requisition_order.store_id → store_info,应添加外键约束保证数据完整性,当前无约束,store_id 命名暗示外键关系,ALTER TABLE `requisition_order` ADD CONSTRAINT fk_requisition_order_store_id FOREIGN KEY (store_id) REFERENCES store_info(id);
INFO,外键推断,建议添加外键: requisition_order.department_id → department,应添加外键约束保证数据完整性,当前无约束,department_id 命名暗示外键关系,ALTER TABLE `requisition_order` ADD CONSTRAINT fk_requisition_order_department_id FOREIGN KEY (department_id) REFERENCES department(id);
WARNING,外键推断,_id列未匹配到表: requisition_order.requester_id → requester?,如果是外键需确认目标表,数据库中无`requester`,requisition_order.requester_id(int) 可能是业务ID或自增主键,如非外键可忽略; 如是外键需创建表`requester`或添加约束
WARNING,外键推断,_id列未匹配到表: requisition_order.approver_id → approver?,如果是外键需确认目标表,数据库中无`approver`,requisition_order.approver_id(int) 可能是业务ID或自增主键,如非外键可忽略; 如是外键需创建表`approver`或添加约束
WARNING,外键推断,_id列未匹配到表: requisition_order.warehouse_keeper_id → warehouse_keeper?,如果是外键需确认目标表,数据库中无`warehouse_keeper`,requisition_order.warehouse_keeper_id(int) 可能是业务ID或自增主键,如非外键可忽略; 如是外键需创建表`warehouse_keeper`或添加约束
WARNING,外键推断,_id列未匹配到表: reward_punish.approver_1_id → approver_1?,如果是外键需确认目标表,数据库中无`approver_1`,reward_punish.approver_1_id(int) 可能是业务ID或自增主键,如非外键可忽略; 如是外键需创建表`approver_1`或添加约束
WARNING,外键推断,_id列未匹配到表: reward_punish.approver_2_id → approver_2?,如果是外键需确认目标表,数据库中无`approver_2`,reward_punish.approver_2_id(int) 可能是业务ID或自增主键,如非外键可忽略; 如是外键需创建表`approver_2`或添加约束
WARNING,外键推断,_id列未匹配到表: reward_punish.sync_salary_id → sync_salary?,如果是外键需确认目标表,数据库中无`sync_salary`,reward_punish.sync_salary_id(bigint) 可能是业务ID或自增主键,如非外键可忽略; 如是外键需创建表`sync_salary`或添加约束
INFO,外键推断,建议添加外键: schedule.store_id → store_info,应添加外键约束保证数据完整性,当前无约束,store_id 命名暗示外键关系,ALTER TABLE `schedule` ADD CONSTRAINT fk_schedule_store_id FOREIGN KEY (store_id) REFERENCES store_info(id);
INFO,外键推断,建议添加外键: schedule.staff_id → staff_master,应添加外键约束保证数据完整性,当前无约束,staff_id 命名暗示外键关系,ALTER TABLE `schedule` ADD CONSTRAINT fk_schedule_staff_id FOREIGN KEY (staff_id) REFERENCES staff_master(id);
INFO,外键推断,建议添加外键: staff_master.store_id → store_info,应添加外键约束保证数据完整性,当前无约束,store_id 命名暗示外键关系,ALTER TABLE `staff_master` ADD CONSTRAINT fk_staff_master_store_id FOREIGN KEY (store_id) REFERENCES store_info(id);
WARNING,外键推断,_id列未匹配到表: staff_master.leader_id → leader?,如果是外键需确认目标表,数据库中无`leader`,staff_master.leader_id(int) 可能是业务ID或自增主键,如非外键可忽略; 如是外键需创建表`leader`或添加约束
INFO,外键推断,建议添加外键: stock_loss.store_id → store_info,应添加外键约束保证数据完整性,当前无约束,store_id 命名暗示外键关系,ALTER TABLE `stock_loss` ADD CONSTRAINT fk_stock_loss_store_id FOREIGN KEY (store_id) REFERENCES store_info(id);
WARNING,外键推断,_id列未匹配到表: stock_loss.applicant_id → applicant?,如果是外键需确认目标表,数据库中无`applicant`,stock_loss.applicant_id(int) 可能是业务ID或自增主键,如非外键可忽略; 如是外键需创建表`applicant`或添加约束
WARNING,外键推断,_id列未匹配到表: stock_loss.approver_id → approver?,如果是外键需确认目标表,数据库中无`approver`,stock_loss.approver_id(int) 可能是业务ID或自增主键,如非外键可忽略; 如是外键需创建表`approver`或添加约束
WARNING,外键推断,_id列未匹配到表: stock_loss.warehouse_keeper_id → warehouse_keeper?,如果是外键需确认目标表,数据库中无`warehouse_keeper`,stock_loss.warehouse_keeper_id(int) 可能是业务ID或自增主键,如非外键可忽略; 如是外键需创建表`warehouse_keeper`或添加约束
INFO,外键推断,建议添加外键: stock_loss_detail.loss_id → stock_loss,应添加外键约束保证数据完整性,当前无约束,loss_id 命名暗示外键关系,ALTER TABLE `stock_loss_detail` ADD CONSTRAINT fk_stock_loss_detail_loss_id FOREIGN KEY (loss_id) REFERENCES stock_loss(id);
INFO,外键推断,建议添加外键: stock_loss_detail.store_id → store_info,应添加外键约束保证数据完整性,当前无约束,store_id 命名暗示外键关系,ALTER TABLE `stock_loss_detail` ADD CONSTRAINT fk_stock_loss_detail_store_id FOREIGN KEY (store_id) REFERENCES store_info(id);
INFO,外键推断,建议添加外键: stock_loss_detail.ingredient_id → ingredient_master,应添加外键约束保证数据完整性,当前无约束,ingredient_id 命名暗示外键关系,ALTER TABLE `stock_loss_detail` ADD CONSTRAINT fk_stock_loss_detail_ingredient_id FOREIGN KEY (ingredient_id) REFERENCES ingredient_master(id);
INFO,外键推断,建议添加外键: stock_take.store_id → store_info,应添加外键约束保证数据完整性,当前无约束,store_id 命名暗示外键关系,ALTER TABLE `stock_take` ADD CONSTRAINT fk_stock_take_store_id FOREIGN KEY (store_id) REFERENCES store_info(id);
INFO,外键推断,建议添加外键: stock_take.category_id → dish_category,应添加外键约束保证数据完整性,当前无约束,category_id 命名暗示外键关系,ALTER TABLE `stock_take` ADD CONSTRAINT fk_stock_take_category_id FOREIGN KEY (category_id) REFERENCES dish_category(id);
WARNING,外键推断,_id列未匹配到表: stock_take.warehouse_id → warehouse?,如果是外键需确认目标表,数据库中无`warehouse`,stock_take.warehouse_id(int) 可能是业务ID或自增主键,如非外键可忽略; 如是外键需创建表`warehouse`或添加约束
WARNING,外键推断,_id列未匹配到表: stock_take.operator_id → operator?,如果是外键需确认目标表,数据库中无`operator`,stock_take.operator_id(int) 可能是业务ID或自增主键,如非外键可忽略; 如是外键需创建表`operator`或添加约束
WARNING,外键推断,_id列未匹配到表: stock_take.supervisor_id → supervisor?,如果是外键需确认目标表,数据库中无`supervisor`,stock_take.supervisor_id(int) 可能是业务ID或自增主键,如非外键可忽略; 如是外键需创建表`supervisor`或添加约束
INFO,外键推断,建议添加外键: stock_take_detail.take_id → stock_take,应添加外键约束保证数据完整性,当前无约束,take_id 命名暗示外键关系,ALTER TABLE `stock_take_detail` ADD CONSTRAINT fk_stock_take_detail_take_id FOREIGN KEY (take_id) REFERENCES stock_take(id);
INFO,外键推断,建议添加外键: stock_take_detail.store_id → store_info,应添加外键约束保证数据完整性,当前无约束,store_id 命名暗示外键关系,ALTER TABLE `stock_take_detail` ADD CONSTRAINT fk_stock_take_detail_store_id FOREIGN KEY (store_id) REFERENCES store_info(id);
INFO,外键推断,建议添加外键: stock_take_detail.ingredient_id → ingredient_master,应添加外键约束保证数据完整性,当前无约束,ingredient_id 命名暗示外键关系,ALTER TABLE `stock_take_detail` ADD CONSTRAINT fk_stock_take_detail_ingredient_id FOREIGN KEY (ingredient_id) REFERENCES ingredient_master(id);
INFO,外键推断,建议添加外键: stock_transfer.store_id → store_info,应添加外键约束保证数据完整性,当前无约束,store_id 命名暗示外键关系,ALTER TABLE `stock_transfer` ADD CONSTRAINT fk_stock_transfer_store_id FOREIGN KEY (store_id) REFERENCES store_info(id);
WARNING,外键推断,_id列未匹配到表: stock_transfer.from_warehouse_id → from_warehouse?,如果是外键需确认目标表,数据库中无`from_warehouse`,stock_transfer.from_warehouse_id(int) 可能是业务ID或自增主键,如非外键可忽略; 如是外键需创建表`from_warehouse`或添加约束
WARNING,外键推断,_id列未匹配到表: stock_transfer.to_warehouse_id → to_warehouse?,如果是外键需确认目标表,数据库中无`to_warehouse`,stock_transfer.to_warehouse_id(int) 可能是业务ID或自增主键,如非外键可忽略; 如是外键需创建表`to_warehouse`或添加约束
WARNING,外键推断,_id列未匹配到表: stock_transfer.operator_out_id → operator_out?,如果是外键需确认目标表,数据库中无`operator_out`,stock_transfer.operator_out_id(int) 可能是业务ID或自增主键,如非外键可忽略; 如是外键需创建表`operator_out`或添加约束
WARNING,外键推断,_id列未匹配到表: stock_transfer.operator_in_id → operator_in?,如果是外键需确认目标表,数据库中无`operator_in`,stock_transfer.operator_in_id(int) 可能是业务ID或自增主键,如非外键可忽略; 如是外键需创建表`operator_in`或添加约束
INFO,外键推断,建议添加外键: stock_transfer_detail.ingredient_id → ingredient_master,应添加外键约束保证数据完整性,当前无约束,ingredient_id 命名暗示外键关系,ALTER TABLE `stock_transfer_detail` ADD CONSTRAINT fk_stock_transfer_detail_ingredient_id FOREIGN KEY (ingredient_id) REFERENCES ingredient_master(id);
WARNING,外键推断,_id列未匹配到表: store_info.manager_id → manager?,如果是外键需确认目标表,数据库中无`manager`,store_info.manager_id(int) 可能是业务ID或自增主键,如非外键可忽略; 如是外键需创建表`manager`或添加约束
INFO,外键推断,建议添加外键: supplier_master.store_id → store_info,应添加外键约束保证数据完整性,当前无约束,store_id 命名暗示外键关系,ALTER TABLE `supplier_master` ADD CONSTRAINT fk_supplier_master_store_id FOREIGN KEY (store_id) REFERENCES store_info(id);
INFO,外键推断,建议添加外键: sys_dict.store_id → store_info,应添加外键约束保证数据完整性,当前无约束,store_id 命名暗示外键关系,ALTER TABLE `sys_dict` ADD CONSTRAINT fk_sys_dict_store_id FOREIGN KEY (store_id) REFERENCES store_info(id);
INFO,外键推断,建议添加外键: sys_dict_item.dict_id → sys_dict,应添加外键约束保证数据完整性,当前无约束,dict_id 命名暗示外键关系,ALTER TABLE `sys_dict_item` ADD CONSTRAINT fk_sys_dict_item_dict_id FOREIGN KEY (dict_id) REFERENCES sys_dict(id);
WARNING,外键推断,_id列未匹配到表: sys_dict_item.parent_id → parent?,如果是外键需确认目标表,数据库中无`parent`,sys_dict_item.parent_id(bigint) 可能是业务ID或自增主键,如非外键可忽略; 如是外键需创建表`parent`或添加约束
INFO,外键推断,建议添加外键: sys_dict_item.store_id → store_info,应添加外键约束保证数据完整性,当前无约束,store_id 命名暗示外键关系,ALTER TABLE `sys_dict_item` ADD CONSTRAINT fk_sys_dict_item_store_id FOREIGN KEY (store_id) REFERENCES store_info(id);
WARNING,外键推断,_id列未匹配到表: sys_menu.parent_id → parent?,如果是外键需确认目标表,数据库中无`parent`,sys_menu.parent_id(bigint) 可能是业务ID或自增主键,如非外键可忽略; 如是外键需创建表`parent`或添加约束
INFO,外键推断,建议添加外键: sys_notification.store_id → store_info,应添加外键约束保证数据完整性,当前无约束,store_id 命名暗示外键关系,ALTER TABLE `sys_notification` ADD CONSTRAINT fk_sys_notification_store_id FOREIGN KEY (store_id) REFERENCES store_info(id);
WARNING,外键推断,_id列未匹配到表: sys_notification.sender_id → sender?,如果是外键需确认目标表,数据库中无`sender`,sys_notification.sender_id(int) 可能是业务ID或自增主键,如非外键可忽略; 如是外键需创建表`sender`或添加约束
WARNING,外键推断,_id列未匹配到表: sys_notification.related_id → related?,如果是外键需确认目标表,数据库中无`related`,sys_notification.related_id(bigint) 可能是业务ID或自增主键,如非外键可忽略; 如是外键需创建表`related`或添加约束
INFO,外键推断,建议添加外键: sys_operation_log.store_id → store_info,应添加外键约束保证数据完整性,当前无约束,store_id 命名暗示外键关系,ALTER TABLE `sys_operation_log` ADD CONSTRAINT fk_sys_operation_log_store_id FOREIGN KEY (store_id) REFERENCES store_info(id);
WARNING,外键推断,_id列未匹配到表: sys_operation_log.operator_id → operator?,如果是外键需确认目标表,数据库中无`operator`,sys_operation_log.operator_id(int) 可能是业务ID或自增主键,如非外键可忽略; 如是外键需创建表`operator`或添加约束
WARNING,外键推断,_id列未匹配到表: sys_operation_log.target_id → target?,如果是外键需确认目标表,数据库中无`target`,sys_operation_log.target_id(varchar(100)) 可能是业务ID或自增主键,如非外键可忽略; 如是外键需创建表`target`或添加约束
INFO,外键推断,建议添加外键: sys_role.store_id → store_info,应添加外键约束保证数据完整性,当前无约束,store_id 命名暗示外键关系,ALTER TABLE `sys_role` ADD CONSTRAINT fk_sys_role_store_id FOREIGN KEY (store_id) REFERENCES store_info(id);
INFO,外键推断,建议添加外键: sys_role_permission.role_id → sys_role,应添加外键约束保证数据完整性,当前无约束,role_id 命名暗示外键关系,ALTER TABLE `sys_role_permission` ADD CONSTRAINT fk_sys_role_permission_role_id FOREIGN KEY (role_id) REFERENCES sys_role(id);
INFO,外键推断,建议添加外键: sys_role_permission.permission_id → sys_permission,应添加外键约束保证数据完整性,当前无约束,permission_id 命名暗示外键关系,ALTER TABLE `sys_role_permission` ADD CONSTRAINT fk_sys_role_permission_permission_id FOREIGN KEY (permission_id) REFERENCES sys_permission(id);
INFO,外键推断,建议添加外键: sys_user_role.staff_id → staff_master,应添加外键约束保证数据完整性,当前无约束,staff_id 命名暗示外键关系,ALTER TABLE `sys_user_role` ADD CONSTRAINT fk_sys_user_role_staff_id FOREIGN KEY (staff_id) REFERENCES staff_master(id);
INFO,外键推断,建议添加外键: sys_user_role.role_id → sys_role,应添加外键约束保证数据完整性,当前无约束,role_id 命名暗示外键关系,ALTER TABLE `sys_user_role` ADD CONSTRAINT fk_sys_user_role_role_id FOREIGN KEY (role_id) REFERENCES sys_role(id);
INFO,外键推断,建议添加外键: sys_user_role.store_id → store_info,应添加外键约束保证数据完整性,当前无约束,store_id 命名暗示外键关系,ALTER TABLE `sys_user_role` ADD CONSTRAINT fk_sys_user_role_store_id FOREIGN KEY (store_id) REFERENCES store_info(id);
INFO,外键推断,建议添加外键: table_master.store_id → store_info,应添加外键约束保证数据完整性,当前无约束,store_id 命名暗示外键关系,ALTER TABLE `table_master` ADD CONSTRAINT fk_table_master_store_id FOREIGN KEY (store_id) REFERENCES store_info(id);
INFO,外键推断,建议添加外键: template_category_rel.store_id → store_info,应添加外键约束保证数据完整性,当前无约束,store_id 命名暗示外键关系,ALTER TABLE `template_category_rel` ADD CONSTRAINT fk_template_category_rel_store_id FOREIGN KEY (store_id) REFERENCES store_info(id);
INFO,外键推断,建议添加外键: template_dish_rel.dish_id → dish_master,应添加外键约束保证数据完整性,当前无约束,dish_id 命名暗示外键关系,ALTER TABLE `template_dish_rel` ADD CONSTRAINT fk_template_dish_rel_dish_id FOREIGN KEY (dish_id) REFERENCES dish_master(id);
INFO,外键推断,建议添加外键: template_dish_rel.store_id → store_info,应添加外键约束保证数据完整性,当前无约束,store_id 命名暗示外键关系,ALTER TABLE `template_dish_rel` ADD CONSTRAINT fk_template_dish_rel_store_id FOREIGN KEY (store_id) REFERENCES store_info(id);
INFO,外键推断,建议添加外键: unit_conversion.store_id → store_info,应添加外键约束保证数据完整性,当前无约束,store_id 命名暗示外键关系,ALTER TABLE `unit_conversion` ADD CONSTRAINT fk_unit_conversion_store_id FOREIGN KEY (store_id) REFERENCES store_info(id);
INFO,外键推断,建议添加外键: yield_rate_config.store_id → store_info,应添加外键约束保证数据完整性,当前无约束,store_id 命名暗示外键关系,ALTER TABLE `yield_rate_config` ADD CONSTRAINT fk_yield_rate_config_store_id FOREIGN KEY (store_id) REFERENCES store_info(id);
INFO,外键推断,建议添加外键: yield_rate_config.ingredient_id → ingredient_master,应添加外键约束保证数据完整性,当前无约束,ingredient_id 命名暗示外键关系,ALTER TABLE `yield_rate_config` ADD CONSTRAINT fk_yield_rate_config_ingredient_id FOREIGN KEY (ingredient_id) REFERENCES ingredient_master(id);
WARNING,索引,store_id无索引: admin_users,store_id应有索引(多门店查询),`admin_users`.store_id无独立索引,多门店场景下全表扫描,CREATE INDEX idx_admin_users_store ON `admin_users`(store_id);
WARNING,索引,store_id无索引: ai_chat_history,store_id应有索引(多门店查询),`ai_chat_history`.store_id无独立索引,多门店场景下全表扫描,CREATE INDEX idx_ai_chat_history_store ON `ai_chat_history`(store_id);
WARNING,索引,store_id无索引: ai_memory,store_id应有索引(多门店查询),`ai_memory`.store_id无独立索引,多门店场景下全表扫描,CREATE INDEX idx_ai_memory_store ON `ai_memory`(store_id);
WARNING,索引,store_id无索引: approval_log,store_id应有索引(多门店查询),`approval_log`.store_id无独立索引,多门店场景下全表扫描,CREATE INDEX idx_approval_log_store ON `approval_log`(store_id);
WARNING,索引,store_id无索引: attendance,store_id应有索引(多门店查询),`attendance`.store_id无独立索引,多门店场景下全表扫描,CREATE INDEX idx_attendance_store ON `attendance`(store_id);
WARNING,索引,store_id无索引: attendance_records,store_id应有索引(多门店查询),`attendance_records`.store_id无独立索引,多门店场景下全表扫描,CREATE INDEX idx_attendance_records_store ON `attendance_records`(store_id);
WARNING,索引,store_id无索引: audit_logs,store_id应有索引(多门店查询),`audit_logs`.store_id无独立索引,多门店场景下全表扫描,CREATE INDEX idx_audit_logs_store ON `audit_logs`(store_id);
WARNING,索引,store_id无索引: banquet_template,store_id应有索引(多门店查询),`banquet_template`.store_id无独立索引,多门店场景下全表扫描,CREATE INDEX idx_banquet_template_store ON `banquet_template`(store_id);
WARNING,索引,store_id无索引: banquet_template_rel,store_id应有索引(多门店查询),`banquet_template_rel`.store_id无独立索引,多门店场景下全表扫描,CREATE INDEX idx_banquet_template_rel_store ON `banquet_template_rel`(store_id);
WARNING,索引,store_id无索引: banquet_type,store_id应有索引(多门店查询),`banquet_type`.store_id无独立索引,多门店场景下全表扫描,CREATE INDEX idx_banquet_type_store ON `banquet_type`(store_id);
WARNING,索引,store_id无索引: config,store_id应有索引(多门店查询),`config`.store_id无独立索引,多门店场景下全表扫描,CREATE INDEX idx_config_store ON `config`(store_id);
WARNING,索引,store_id无索引: department,store_id应有索引(多门店查询),`department`.store_id无独立索引,多门店场景下全表扫描,CREATE INDEX idx_department_store ON `department`(store_id);
WARNING,索引,store_id无索引: dish_cost_card_detail,store_id应有索引(多门店查询),`dish_cost_card_detail`.store_id无独立索引,多门店场景下全表扫描,CREATE INDEX idx_dish_cost_card_detail_store ON `dish_cost_card_detail`(store_id);
WARNING,索引,store_id无索引: leave_record,store_id应有索引(多门店查询),`leave_record`.store_id无独立索引,多门店场景下全表扫描,CREATE INDEX idx_leave_record_store ON `leave_record`(store_id);
WARNING,索引,store_id无索引: overtime,store_id应有索引(多门店查询),`overtime`.store_id无独立索引,多门店场景下全表扫描,CREATE INDEX idx_overtime_store ON `overtime`(store_id);
WARNING,索引,store_id无索引: requisition_detail,store_id应有索引(多门店查询),`requisition_detail`.store_id无独立索引,多门店场景下全表扫描,CREATE INDEX idx_requisition_detail_store ON `requisition_detail`(store_id);
WARNING,索引,store_id无索引: schedule,store_id应有索引(多门店查询),`schedule`.store_id无独立索引,多门店场景下全表扫描,CREATE INDEX idx_schedule_store ON `schedule`(store_id);
WARNING,索引,store_id无索引: template_category_rel,store_id应有索引(多门店查询),`template_category_rel`.store_id无独立索引,多门店场景下全表扫描,CREATE INDEX idx_template_category_rel_store ON `template_category_rel`(store_id);
WARNING,索引,store_id无索引: template_dish_rel,store_id应有索引(多门店查询),`template_dish_rel`.store_id无独立索引,多门店场景下全表扫描,CREATE INDEX idx_template_dish_rel_store ON `template_dish_rel`(store_id);
INFO,数据量,配置表(空): admin_users,业务表应有数据,0行,,
WARNING,数据量,空表: ai_chat_history,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: ai_memory,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: approval_flow,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: approval_log,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: approval_node,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: approval_template,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: attendance,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: attendance_records,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: audit_logs,业务表应有数据,0行,模块未启用或数据未灌入,
WARNING,数据量,空表: banquet_template,业务表应有数据,0行,模块未启用或数据未灌入,
